,Block,Conditon,EnemyHitPlayer,EnemyType,Success,TotalTime
50,4,1,0,B4,0,0.0001125974849855993
51,4,1,0,B10,1,0.0009176845969705028
52,4,1,0,B10,1,0.0009647763063185266
53,4,1,0,B4,0,0.00030036058433324797
54,4,1,0,B6,1,0.0004977835205863812
55,4,1,0,A7,1,0.0004808788044101675
56,4,1,0,B10,1,0.0004899349023617106
57,4,1,0,A1,1,0.0005001984791306313
58,4,1,0,A1,1,0.000514084495989664
59,4,1,0,B7,1,0.0005017078292439692
60,4,1,0,A1,1,0.0005484976691150223
61,4,1,0,B7,1,0.0011395589981475496
62,4,1,0,A9,1,0.0004778601041834918
63,4,1,0,B6,1,0.0007528636133429245
64,5,1,0,B4,1,0.0005856276711710962
65,5,1,0,A11,1,0.00048450124268129
66,5,1,0,A3,1,0.0004974816501999157
67,5,1,0,A2,1,0.001075562572623312
68,5,1,0,B7,1,0.00048691620213503484
69,5,1,0,B10,1,0.0011253711118115461
70,5,1,0,A3,1,0.000681924179843918
71,5,1,0,A5,1,0.0004926517312924261
72,5,1,0,A2,1,0.0004911423811790883
73,5,1,0,A5,1,0.00045371050964604365
74,5,1,0,A9,1,0.0004941610804962693
75,5,1,0,A5,1,0.0006876597080918145
76,5,1,0,B5,1,0.0005029153089708416
77,5,1,0,A11,1,0.00048359563243138837
78,5,1,0,A3,1,0.0010396400502941106
79,5,1,0,B3,1,0.0005137826265126932
80,6,1,1,A9,0,0.00011531431482580956
81,6,1,0,A5,1,0.0004977835196768865
82,6,1,0,A7,1,0.0004968779103364795
83,6,1,0,B4,0,0.0006357380789268063
84,6,1,0,A8,1,0.0006849428782516043
85,6,1,1,A2,0,0.0005110657975819777
86,6,1,0,B10,1,0.0004866143317485694
87,6,1,0,A2,1,0.0005083489677417674
88,6,1,0,A5,1,0.0009047041903613717
89,6,1,0,B1,1,0.00048631246227159863
90,6,1,0,B2,1,0.0007003382452239748
91,6,1,0,B6,1,0.0004878218123849365
92,6,1,0,B5,1,0.0006472091372415889
93,6,1,0,B1,1,0.0004986891299267882
94,6,1,0,A9,0,0.00010656008635123726
95,6,1,0,B4,1,0.0006420773479476338
96,7,1,0,B2,1,0.0004992928697902244
97,7,1,0,A9,1,0.0005346116513464949
98,7,1,0,B3,1,0.0004929536007693969
99,7,1,1,A8,0,0.00032239708889392205
100,7,1,0,A9,1,0.000514084495989664
101,7,1,0,B10,1,0.0006324175101326546
102,7,1,0,A2,0,0.00011229561459913384
103,7,1,0,A3,1,0.001135634688580467
104,7,1,0,A7,1,0.0005029153089708416
105,7,1,0,A1,1,0.0005074433584013605
106,7,1,0,A9,1,0.0004974816501999157
107,7,1,0,B7,1,0.0007534673532063607
108,7,1,0,B3,1,0.00100432126873784
109,7,1,0,A11,1,0.0005083489677417674
110,7,1,0,B5,1,0.0004866143326580641
111,7,1,1,A3,0,9.931520799000282e-05
112,8,1,0,A7,1,0.0008419152436545119
113,8,1,0,A7,1,0.0006626045033044647
114,8,1,0,B5,1,0.00047695449484308483
115,8,1,0,A11,1,0.0004884255522483727
116,8,1,0,B7,1,0.0005149901062395656
117,8,1,0,A5,1,0.0004917461210425245
118,8,1,0,A3,0,0.0006493222263088683
119,8,1,0,B2,1,0.0007770132087898673
120,8,1,0,B1,1,0.0006598876743737492
121,8,1,0,B5,1,0.0004923498609059607
122,8,1,0,B7,1,0.0005104620577185415
123,8,1,0,A11,1,0.0005146882367625949
124,8,1,1,A2,0,0.00013040781050221995
125,8,1,0,B5,0,0.00012920033168484224
126,8,1,0,A8,1,0.00048238815361401066
127,8,1,1,A7,0,0.00010927691619144753
